image_name,image_ptah,summery
2587_2132_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2587_2132_0.png,"A small, grid-like urban area with simple buildings and a paved road is located in an arid, sparsely vegetated region."
287_700_2800.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/287_700_2800.png,A well-maintained agricultural field with two small airplanes parked at the top right corner. The field is located near a building.
2014_1400_2800.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2014_1400_2800.png,"A suburban neighborhood with intersecting roads and residential houses surrounded by greenery, located in a city or urban area at night."
2365_700_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2365_700_2100.png,"Aerial view of agricultural fields with rows of crops and plowed land, located near buildings indicative of a city or urban area."
79_1913_2575.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/79_1913_2575.png,Two small airplanes are parked on a runway at an airport with surrounding facilities and a large open field.
2515_1627_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2515_1627_2100.png,A city with buildings located at the top of the scene features a textured gray surface and is surrounded by whispers in the mist.
838_0_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/838_0_0.png,Aerial view of a canyon with layered rock formations and buildings in a city or urban area at the bottom right.
2515_700_700.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2515_700_700.png,"Aerial view of buildings partially obscured by thick fog, located at the right side of the scene."
1888_1400_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1888_1400_1400.png,Aerial view of a forested area with a winding dirt path and two small airplanes at the top-right.
310_700_3500.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/310_700_3500.png,"A highway with two lanes cuts through green fields, with a large bridge and buildings located close to each other at the right side of the scene."
2303_1400_700.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2303_1400_700.png,"An industrial facility with multiple storage tanks is located near a coastline, with buildings situated in the top right part of the scene."
2462_0_3199.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2462_0_3199.png,"A baseball field is located near trees at the bottom of a lush green field, possibly in an early morning or late evening setting."
107_700_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/107_700_2100.png,"A bustling urban area with a mix of modern and older buildings, busy streets, and a railway line, located in a region with high population density and development."
2538_700_3335.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2538_700_3335.png,"A city with buildings is visible at the bottom right, under a starry night sky."
1460_700_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1460_700_1400.png,"At a road intersection in a remote area, two small vehicles are parked near each other. The surrounding landscape is mostly empty."
295_1400_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/295_1400_2100.png,"An aerial view of an industrial or commercial area with several vehicles, including two gray large dump-trucks and a silver dump-truck, and buildings, including an airport hangar, with a small aircraft visible on the tarmac. Two white small cars are parked together in the top left corner."
986_1400_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/986_1400_1400.png,"A lone vehicle travels through a misty, open landscape with buildings located at the top-left. Smoke is visible in the foreground."
343_0_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/343_0_2100.png,Aerial view of agricultural fields with varying crop patterns and buildings located top right.
1473_2011_2270.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1473_2011_2270.png,"A residential neighborhood with apartment buildings and a sports court is located in an urban area, surrounded by greenery."
1114_0_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1114_0_1400.png,"At an airport, several small airplanes are parked on the tarmac, with some grouped together and others spaced apart. A circular marking is visible in the center."
1432_1400_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1432_1400_2100.png,"A shipping container yard and industrial area are located near a city or urban area, with buildings visible at the bottom right part of the scene. The area includes containers, cranes, and various industrial structures."
637_700_700.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/637_700_700.png,"A runway with grassy fields and two small airplanes on the center, located along a quiet highway in the countryside."
2148_0_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2148_0_1400.png,"An urban area with industrial buildings, residential structures, and a canal running through the middle, surrounded by warehouses and greenery, located near a river."
2301_0_700.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2301_0_700.png,"A city with buildings partially obscured by thick smoke and mist, located at the bottom left of the satellite image."
1824_1400_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1824_1400_0.png,"A construction site with stacked shipping containers, dirt roads, and scattered materials is located near buildings in the top right part of the scene, with a large grassy area nearby."
2009_0_3500.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2009_0_3500.png,"A mixed urban and industrial area with roads, buildings, greenery, and railway tracks, located in a city or urban area with high population density and development."
1590_1400_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1590_1400_2100.png,"An airport runway and taxiway network, with two small vehicles on the apron at the top."
311_700_700.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/311_700_700.png,"A race track with a grassy perimeter is located near a curved road with a grassy median, surrounded by greenery. A small roundabout is situated near some trees at the bottom right corner of the scene."
323_0_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/323_0_0.png,"Aerial view of a field with evenly spaced rows and circular patterns, with two small ships located top-left."
996_1400_2173.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/996_1400_2173.png,"A desert landscape with agricultural activity, roads, and a central dark area possibly indicating a man-made structure or natural formation, contains buildings located close to each other at the top-left."
2530_1628_2113.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2530_1628_2113.png,"An airport terminal and tarmac with multiple airplanes parked at gates and on the apron, including two A330s located at the bottom left."
2270_1926_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2270_1926_1400.png,"A city with buildings at bottom right, under a dark night sky."
2306_1930_700.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2306_1930_700.png,"A suburban area with residential houses, a large building, and a highway, located near a city or urban area."
1169_0_2093.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1169_0_2093.png,"A city with buildings is located at the bottom right of a soft, cloudy sky with gentle shades of pink and gray."
1441_2013_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1441_2013_1400.png,Aerial view of a harbor at night with colorful lights on the water and two gray tugboats in the center. Some buildings are located on the bottom left.
523_700_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/523_700_0.png,A bustling urban area with dense traffic and mixed-use buildings is visible at the bottom left of the satellite image.
322_0_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/322_0_0.png,"A rural area with fields, a road, and a small construction site, with two cars parked near the center. The scene is located in a landscape with scattered vegetation."
2487_0_2113.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2487_0_2113.png,"A bridge and buildings are located at the top-left of a road cutting through a foggy, open landscape."
1127_2100_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1127_2100_2100.png,"A highway runs through a park with four small airplanes displayed nearby, at the bottom-left and center."
1372_0_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1372_0_1400.png,"A city with buildings at bottom right, on a dark, textured surface with a consistent pattern."
1085_700_700.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1085_700_700.png,"A misty landscape with a road and greenery, partially obscured by low-hanging clouds, is located near an urban area with buildings."
1256_700_700.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1256_700_700.png,"Aerial view of a rural settlement with clusters of houses and fields, located at the top-left of the scene, surrounded by a mix of urban and rural surroundings."
1610_1400_700.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1610_1400_700.png,"A densely populated urban area with residential buildings, green spaces, and a road network, including a cluster of buildings at the bottom right."
18_0_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/18_0_2100.png,"A coastal urban area with buildings, roads, and a beachfront is visible in the satellite image, with some buildings located close together at the top-left of the scene."
1907_700_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1907_700_0.png,"A rural area with clusters of houses and agricultural fields, located at the top-left."
1593_1400_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1593_1400_2100.png,"A satellite image shows two large ships anchored in the top-left corner of a body of water, and an airport runway and taxiway with marked parking spots and boundaries in the center."
8_1400_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/8_1400_2100.png,"A winding road cuts through a desert-like area, with a large building nearby. Two small airplanes are parked at the top-left."
92_0_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/92_0_0.png,"An industrial area with a large open space, possibly a construction site or a storage yard, is located near an urban area, as indicated by the presence of buildings at the top left of the scene."
1149_1400_2033.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1149_1400_2033.png,"A coastal area with rocky cliffs, a lighthouse, and industrial structures, including two gray and two silver small liquid-cargo-ships, is visible near the top."
1702_1827_2375.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1702_1827_2375.png,"Two A321 airplanes are taxiing on a runway near a busy road, with the airport located in the center of the image."
1118_1400_2395.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1118_1400_2395.png,A lush golf course with sand bunkers is located near buildings in a densely forested area.
1625_2051_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1625_2051_2100.png,"Aerial view of a desert landscape with layered rock formations, excavated mining sites, and a nearby urban area with buildings."
1927_2100_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1927_2100_0.png,Swirling clouds above a city with buildings clustered at the bottom right.
1649_2051_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1649_2051_2100.png,"A quarry with layered rock formations is located in a desert region, near an urban area with buildings."
1973_1400_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1973_1400_2100.png,"A winding road cuts through rugged terrain, with a small building featuring a red roof visible in the bottom right corner of a rural landscape."
1379_2100_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1379_2100_1400.png,"A city intersection with buildings and a parking area, featuring a large rooftop solar panel installation."
1580_0_2467.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1580_0_2467.png,"A winding road is visible in a desert landscape with sparse vegetation, located at the right side of the image."
741_1400_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/741_1400_2100.png,"A rural area with clusters of buildings, water bodies, and a road, located at the top of the scene."
1889_0_2585.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1889_0_2585.png,"A suburban neighborhood with houses, swimming pools, and open land is located at the top left corner of the image. A small gray vehicle is parked nearby."
333_700_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/333_700_1400.png,"A forested landscape with dense foliage is located at the bottom of the scene, with trees closely grouped together."
2573_1400_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2573_1400_2100.png,"A city with buildings at bottom right, over a textured surface with a subtle pattern."
1834_0_3016.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1834_0_3016.png,"A rural landscape with fields and a small building is visible, with the structure located near the top right of the image."
1880_2100_700.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1880_2100_700.png,"A residential area with houses, streets, a large building, and some open land is visible in this aerial view, located in a city or urban area."
2587_2100_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2587_2100_0.png,"A residential area with a mix of buildings and open spaces is located in a desert town with a grid layout of buildings and unpaved roads, bordered by a road on the right. Some buildings are also visible at the top left part of the scene, indicating a city or urban area."
1181_0_2093.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1181_0_2093.png,"A port area with shipping containers, industrial buildings, and nearby residential or construction areas, surrounded by greenery and a cloudy sky, located in a bustling urban setting."
1568_1400_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1568_1400_0.png,"A cityscape with a mix of urban and green spaces, including roads, buildings, and trees, is visible in the satellite image. Two A220 airplanes are parked near an airport on the right side of the frame."
1838_1400_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1838_1400_2100.png,"A dirt road cuts through a rural landscape, with tire tracks visible, and two small airplanes are parked at the top-left."
2124_1400_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2124_1400_1400.png,"A city with buildings at bottom right, under a starry night sky."
294_700_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/294_700_2100.png,"A rural highway with moving vehicles cuts through the landscape, with two small cars parked close together at the center."
474_700_2179.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/474_700_2179.png,Aerial view of a desert landscape with tire tracks and buildings at the bottom left.
2012_2100_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2012_2100_0.png,"A city or urban area with buildings located close together at the top of the scene, visible on a satellite image."
1422_2100_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1422_2100_2100.png,"A bustling urban area with a mix of residential and commercial buildings, showcasing the density and layout of city life, as seen in an aerial view of a busy intersection with colorful rooftops, located at the top-left."
2130_2010_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2130_2010_1400.png,"A road runs alongside a forested area, with a parking lot containing several cars and a van near the bottom left corner. Some industrial structures are visible in the background."
1385_1400_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1385_1400_2100.png,"A rural area with houses, fields, and a few industrial structures, including a city or urban area with buildings located close together at the center."
1184_1400_2059.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1184_1400_2059.png,"A campus with buildings, a basketball court, roads, and greenery is located in the top-left."
741_0_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/741_0_2100.png,"A highway runs alongside a river, cutting through agricultural fields, with two small vehicles parked at the top-left."
1084_1400_700.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1084_1400_700.png,"A rural landscape with winding roads and agricultural fields, with two small vehicles in the top-right corner, as seen from an airplane's shadow on the ground."
73_0_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/73_0_1400.png,A busy roundabout with multiple lanes and surrounding greenery is located in an urban area with nearby buildings.
1216_2091_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1216_2091_0.png,"A bustling urban area with a mix of modern and traditional buildings, showcasing the density and complexity of city life, is visible in the satellite image, with some buildings located close to each other at the bottom left part of the scene."
2562_700_700.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2562_700_700.png,"A community sports complex with a running track, two basketball courts, and a tennis court is located near residential buildings in an urban area."
2325_700_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2325_700_1400.png,"A rural area with agricultural fields, water bodies, and small settlements is visible in the satellite image, with some buildings located close to each other at the right side of the scene."
1926_1400_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1926_1400_0.png,"Two small ships are anchored near the rocky shoreline of a dark body of water, with serene waters meeting rugged cliffs in a tranquil scene of nature's beauty."
492_1400_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/492_1400_0.png,"A coastal road with a grassy area on one side and the ocean on the other, with two cars (one gray and one white) parked near the center."
727_1400_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/727_1400_0.png,"A road borders a forest, with buildings located in the top-left part of the scene, indicating an urban area."
2371_1400_700.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2371_1400_700.png,"An urban area with industrial buildings, roads, and residential structures, including a cluster of buildings at the bottom right, is visible in the satellite image. The scene also includes an industrial area with warehouses."
1072_2219_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1072_2219_1400.png,"A rugged, arid landscape with distinct patterns and textures is visible in the satellite image. Two small gray vehicles are positioned close to each other at the top right corner of the scene. The scene is located in a rural area with winding dirt roads and patches of vegetation."
2405_1400_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2405_1400_2100.png,"Aerial view of organized agricultural fields with intersecting paths, buildings, and a city or urban area located at the bottom right."
1940_700_2264.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1940_700_2264.png,A densely built urban neighborhood with a mix of residential and commercial buildings is visible in the bottom left part of the satellite image.
1080_0_2100.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1080_0_2100.png,"A railway yard with multiple train cars on tracks is located in an urban area, surrounded by industrial buildings and infrastructure. Some buildings are visible in the top right part of the scene."
1695_2100_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1695_2100_1400.png,"A rural area with a large agricultural building featuring a striped roof, surrounded by smaller buildings and open fields, located at the top-left center."
463_1968_700.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/463_1968_700.png,"Aerial view of a desert landscape with winding roads and rugged terrain, featuring two large windmills near the bottom."
1530_700_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1530_700_1400.png,"A rural industrial or agricultural facility with multiple buildings, including a central structure with a dome-like roof and surrounding smaller structures with metal roofs, located in an open area with some vegetation, top-left."
1787_2100_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1787_2100_1400.png,"A mossy surface is visible among a dense forest with intricate treetop patterns, located in the center of the satellite image."
1361_2258_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1361_2258_0.png,"A densely populated urban area with colorful rooftops, a river, and adjacent train tracks, located at the top-left."
374_0_1400.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/374_0_1400.png,A Martian road with two small vehicles in the center.
1374_0_2494.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1374_0_2494.png,A solitary star glows in the dark above a city with buildings located at the bottom right.
2455_700_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/2455_700_0.png,A city with buildings is located at the bottom right of a tapestry of muted cloud formations.
1109_700_0.png,/home/rishabh.mondal/Brick-Kilns-project/ijcai_2025_kilns/data/iclr_2026_processed_data/final_data/xview/processed/split/train/images/1109_700_0.png,"A densely populated urban area with narrow streets and a railway line at the top left, featuring closely situated buildings."
